Abrev;IDFluxo;Periodo;Natureza;IDDisciplina
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0002
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0007
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0008
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0013
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0014
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0015
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0016
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0017
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0018
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0019
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0025
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0033
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0034
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0036
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0037
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0038
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0041
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0042
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0043
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0044
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0045
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0046
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0047
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0057
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0066
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0086
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0087
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0088
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0089
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0090
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0092
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0093
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0094
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0095
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0096
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0097
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0098
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0099
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0100
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0101
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0103
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0104
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0116
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0123
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0125
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0126
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0127
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0128
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0129
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0134
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0138
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0139
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0142
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0143
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0145
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0152
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0154
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0155
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0156
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0158
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0165
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0167
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0169
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0170
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0171
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0172
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0173
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0175
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0179
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0187
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0188
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0190
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0195
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0196
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0198
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0201
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0202
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0204
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0206
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0208
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0214
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0217
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0218
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0221
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0222
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0223
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0224
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0225
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0226
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0228
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0230
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0231
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0233
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0235
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0237
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0242
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0254
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0256
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0257
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0258
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0259
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0260
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0261
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0262
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FGA0280
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;FTD0007
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IFD0175
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IFD0177
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IFD0179
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IFD0210
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IFD0217
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IQD0003
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IQD0005
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;IQD0051
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;LIP0174
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;MAT0010
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;MAT0039
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;MAT0048
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;MAT0053
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20152;99;Optativa;MAT0059
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;1;Obrigatória;FGA0161
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;1;Obrigatória;FGA0163
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;1;Obrigatória;FGA0168
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;1;Obrigatória;MAT0025
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;1;Optativa;CIC0004
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;FGA0133
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;FGA0157
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;IFD0171
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;IFD0173
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;MAT0026
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Obrigatória;MAT0031
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;2;Optativa;FGA0166
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Obrigatória;FGA0154
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Obrigatória;FGA0160
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Obrigatória;MAT0027
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Optativa;FGA0071
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Optativa;FGA0073
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Optativa;IQD0125
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;3;Optativa;IQD0126
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Obrigatória;ENM0080
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Obrigatória;FGA0067
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Obrigatória;FGA0069
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Obrigatória;FGA0150
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Optativa;FGA0072
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Optativa;FGA0074
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Optativa;FGA0119
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;4;Optativa;FGA0120
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Obrigatória;FGA0096
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Obrigatória;FGA0102
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0075
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0078
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0086
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0087
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0100
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;5;Optativa;FGA0101
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0068
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0070
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0092
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0093
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0164
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;6;Obrigatória;FGA0184
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;7;Obrigatória;FGA0017
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;7;Obrigatória;FGA0103
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;7;Obrigatória;FGA0132
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;7;Obrigatória;FGA0148
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;7;Obrigatória;FGA0219
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;8;Obrigatória;FGA0098
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;8;Obrigatória;FGA0099
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;8;Obrigatória;FGA0250
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;9;Obrigatória;FGA0009
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;9;Obrigatória;FGA0021
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;10;Obrigatória;FGA0011
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;CIC0007
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;CIC0088
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0200
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0201
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0202
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0203
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0205
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0206
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0207
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0208
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0209
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0210
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0211
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0212
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0213
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0214
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0215
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0216
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0217
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0218
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;DEG0219
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;ENE0277
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;ENE0278
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0003
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0013
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0014
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0015
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0016
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0025
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0044
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0046
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0057
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0088
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0089
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0094
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0095
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0097
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0116
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0129
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0138
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0139
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0143
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0144
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0147
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0158
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0165
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0167
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0169
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0170
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0171
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0181
ELETRÔNICA;ENGENHARIA ELETRÔNICA/FGA - Bacharel - Presencial - D - 20201;99;Optativa;FGA0183
